network,n,student_fac,major,degree,dorm,gender
Lehigh96.gml,5075,0.3067075189254781,0.04255744757751177,0.03514352338363322,0.23144081638138456,0.06152916640180495
Reed98.gml,962,0.2623369004087465,0.04211843774592218,0.023433911766299838,0.14559977311086097,0.020109792303167198
Emory27.gml,7460,0.3939499136492069,0.03453280363292399,0.06632780311277535,0.17594209817998363,0.07664077397929094
Brandeis99.gml,3898,0.3739665668785806,0.03997525544631663,-0.025515330213873397,0.17899209844438788,0.018033268042430568
BC17.gml,11509,0.5331807976868101,0.0400856429594828,0.07603316135214429,0.12056627340754658,0.013834242638078986
Georgetown15.gml,9414,0.5187940365222197,0.041079292171341604,0.07542026374100665,0.12704415325481117,0.013215201014616186
Trinity100.gml,2613,0.3782911525864028,0.0675034394502031,0.07190565373550929,0.10883910914751317,0.04246312377477926
Johns Hopkins55.gml,5180,0.32521116673118183,0.06353066589182865,0.07980496716493649,0.1094139656825041,0.08197009482543294
Syracuse56.gml,13653,0.37370580598713865,0.07138001487761152,0.06454879873813242,0.2359821551253865,0.051560875121592555
Texas80.gml,31560,0.2885624277396001,0.05971272783340577,0.16389241281404152,0.20483760433918657,0.07969306814123493
UF21.gml,35123,0.2617160396040709,0.04412537522297103,-0.009647878005893272,0.13233755460455515,0.0701803746909402
Stanford3.gml,11621,0.35940581167711366,0.04866919314902132,0.10202555590066512,0.10151961624964567,0.04777842740147541
Wisconsin87.gml,23842,0.2583052787117737,0.036376754971314706,-0.003539731627737647,0.2173363930810636,0.03983871599349019
